Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales
Office Supplies,Phoenix,United States,Emily Burns,Cardinal,23-05-2012,US-2012-110569,85023,Cardinal EasyOpen D-Ring Binders,West,Consumer,30-05-2012,Standard Class,Arizona,Binders,70%,1,($13),-67%,7,$19 
Furniture,Naperville,United States,Vivek Sundaresam,Global,24-05-2012,US-2012-165512,60540,"Global High-Back Leather Tilter, Burgundy",Central,Consumer,26-05-2012,Second Class,Illinois,Chairs,30%,1,($164),-27%,7,$603 
Office Supplies,Naperville,United States,Vivek Sundaresam,Avery,24-05-2012,US-2012-165512,60540,Avery Heavy-Duty EZD View Binder with Locking Rings,Central,Consumer,26-05-2012,Second Class,Illinois,Binders,80%,1,($13),-170%,6,$8 
Furniture,San Francisco,United States,Nora Pelletier,Ultra,25-05-2012,CA-2012-141768,94109,Ultra Door Push Plate,West,Home Office,27-05-2012,Second Class,California,Furnishings,0%,1,$5 ,33%,3,$15 
Office Supplies,Wichita,United States,Nathan Mautz,Sanford,25-05-2012,US-2012-152128,67212,SANFORD Major Accent Highlighters,Central,Home Office,27-05-2012,Second Class,Kansas,Art,0%,1,$8 ,38%,3,$21 
Office Supplies,Wichita,United States,Nathan Mautz,GBC,25-05-2012,US-2012-152128,67212,GBC DocuBind P50 Personal Binding Machine,Central,Home Office,27-05-2012,Second Class,Kansas,Binders,0%,1,$60 ,47%,2,$128 
Office Supplies,Haltom City,United States,Muhammed MacIntyre,Xerox,25-05-2012,CA-2012-132941,76117,Xerox 1978,Central,Corporate,28-05-2012,First Class,Texas,Paper,20%,1,$12 ,36%,7,$32 
Office Supplies,Haltom City,United States,Muhammed MacIntyre,Fiskars,25-05-2012,CA-2012-132941,76117,Fiskars Spring-Action Scissors,Central,Corporate,28-05-2012,First Class,Texas,Supplies,20%,1,$2 ,8%,2,$22 
Technology,Haltom City,United States,Muhammed MacIntyre,Logitech,25-05-2012,CA-2012-132941,76117,Logitech G35 7.1-Channel Surround Sound Headset,Central,Corporate,28-05-2012,First Class,Texas,Accessories,20%,1,$36 ,18%,2,$208 
Technology,Columbia,United States,Craig Yedwab,Other,25-05-2012,CA-2012-109708,38401,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,South,Corporate,28-05-2012,Second Class,Tennessee,Phones,20%,1,$58 ,13%,4,$467 
Office Supplies,Pueblo,United States,Justin Hirsh,Kensington,25-05-2012,CA-2012-138898,81001,Kensington 4 Outlet MasterPiece Compact Power Control Center,West,Consumer,29-05-2012,Standard Class,Colorado,Appliances,20%,1,$85 ,10%,13,$846 
Furniture,San Antonio,United States,Pamela Stobb,Global,26-05-2012,CA-2012-143147,78207,"Global Stack Chair with Arms, Black",Central,Consumer,28-05-2012,Second Class,Texas,Chairs,30%,1,($4),-4%,5,$105 
Furniture,San Antonio,United States,Pamela Stobb,Novimex,26-05-2012,CA-2012-143147,78207,Novimex Swivel Fabric Task Chair,Central,Consumer,28-05-2012,Second Class,Texas,Chairs,30%,1,($29),-27%,1,$106 
Technology,San Antonio,United States,Pamela Stobb,Other,26-05-2012,CA-2012-143147,78207,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Central,Consumer,28-05-2012,Second Class,Texas,Machines,40%,1,($80),-20%,2,$400 
Office Supplies,Jacksonville,United States,Ben Ferrer,Other,26-05-2012,US-2012-113327,28540,Security-Tint Envelopes,South,Home Office,29-05-2012,Second Class,North Carolina,Envelopes,20%,1,$4 ,36%,2,$12 
Office Supplies,Jacksonville,United States,Ben Ferrer,Xerox,26-05-2012,US-2012-113327,28540,Xerox 1937,South,Home Office,29-05-2012,Second Class,North Carolina,Paper,20%,1,$54 ,35%,4,$154 
Office Supplies,Jacksonville,United States,Ben Ferrer,Xerox,26-05-2012,US-2012-113327,28540,Xerox 1991,South,Home Office,29-05-2012,Second Class,North Carolina,Paper,20%,1,$6 ,33%,1,$18 
Technology,Jacksonville,United States,Ben Ferrer,Logitech,26-05-2012,US-2012-113327,28540,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,South,Home Office,29-05-2012,Second Class,North Carolina,Accessories,20%,1,$50 ,30%,7,$168 
Furniture,Bellevue,United States,Ruben Dartt,DAX,26-05-2012,CA-2012-148964,98006,"DAX Metal Frame, Desktop, Stepped-Edge",West,Consumer,31-05-2012,Standard Class,Washington,Furnishings,0%,1,$8 ,39%,1,$20 
Office Supplies,Freeport,United States,Karl Braun,Boston,28-05-2012,CA-2012-131758,11520,Boston 16701 Slimline Battery Pencil Sharpener,East,Consumer,01-06-2012,Standard Class,New York,Art,0%,1,$14 ,30%,3,$48 
Office Supplies,Freeport,United States,Karl Braun,Avery,28-05-2012,CA-2012-131758,11520,Avery 494,East,Consumer,01-06-2012,Standard Class,New York,Labels,0%,1,$6 ,46%,5,$13 
Office Supplies,Rochester,United States,Maxwell Schwartz,Acco,28-05-2012,CA-2012-135020,14609,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",East,Consumer,02-06-2012,Standard Class,New York,Binders,20%,1,$2 ,34%,2,$6 
Office Supplies,Rochester,United States,Maxwell Schwartz,Xerox,28-05-2012,CA-2012-135020,14609,Xerox 219,East,Consumer,02-06-2012,Standard Class,New York,Paper,0%,1,$22 ,48%,7,$45 
Office Supplies,Rochester,United States,Maxwell Schwartz,Other,28-05-2012,CA-2012-135020,14609,"Hot File 7-Pocket, Floor Stand",East,Consumer,02-06-2012,Standard Class,New York,Storage,0%,1,$161 ,30%,3,$535 
Technology,Rochester,United States,Maxwell Schwartz,Panasonic,28-05-2012,CA-2012-135020,14609,Panasonic Kx-TS550,East,Consumer,02-06-2012,Standard Class,New York,Phones,0%,1,$13 ,29%,1,$46 
Office Supplies,Manchester,United States,Trudy Brown,Acco,28-05-2012,CA-2012-149601,6040,Acco Perma 4000 Stacking Storage Drawers,East,Consumer,03-06-2012,Standard Class,Connecticut,Storage,0%,1,$2 ,15%,1,$16 
Office Supplies,Manchester,United States,Trudy Brown,Other,28-05-2012,CA-2012-149601,6040,"Personal Filing Tote with Lid, Black/Gray",East,Consumer,03-06-2012,Standard Class,Connecticut,Storage,0%,1,$22 ,28%,5,$78 
Office Supplies,Seattle,United States,Neil Knudson,Newell,28-05-2012,CA-2012-118948,98105,Newell 311,West,Home Office,03-06-2012,Standard Class,Washington,Art,0%,1,$2 ,27%,3,$7 
Furniture,Columbus,United States,Victoria Pisteka,Novimex,29-05-2012,CA-2012-111339,43229,Novimex Swivel Fabric Task Chair,East,Corporate,31-05-2012,First Class,Ohio,Chairs,30%,1,($86),-27%,3,$317 
Furniture,Columbus,United States,Victoria Pisteka,Tensor,29-05-2012,CA-2012-111339,43229,"Tensor ""Hersey Kiss"" Styled Floor Lamp",East,Corporate,31-05-2012,First Class,Ohio,Furnishings,20%,1,($4),-10%,4,$42 
Office Supplies,Columbus,United States,Victoria Pisteka,Other,29-05-2012,CA-2012-111339,43229,Ideal Clamps,East,Corporate,31-05-2012,First Class,Ohio,Fasteners,20%,1,$3 ,36%,5,$8 
Office Supplies,Cleveland,United States,Chad Cunningham,Other,29-05-2012,CA-2012-104297,44105,Staples,East,Home Office,31-05-2012,First Class,Ohio,Paper,20%,1,$29 ,34%,3,$85 
Office Supplies,Indianapolis,United States,Karl Braun,Avery,29-05-2012,CA-2012-168277,46203,Avery 476,Central,Consumer,03-06-2012,Standard Class,Indiana,Labels,0%,1,$6 ,46%,3,$12 
Office Supplies,Seattle,United States,John Lucas,Avery,29-05-2012,CA-2012-120880,98105,"Avery Trapezoid Extra Heavy Duty 4"" Binders",West,Consumer,03-06-2012,Standard Class,Washington,Binders,20%,1,$63 ,38%,5,$168 
Office Supplies,Seattle,United States,John Lucas,Xerox,29-05-2012,CA-2012-120880,98105,Xerox 1894,West,Consumer,03-06-2012,Standard Class,Washington,Paper,0%,1,$16 ,48%,5,$32 
Office Supplies,Seattle,United States,John Lucas,Standard,29-05-2012,CA-2012-120880,98105,Standard Rollaway File with Lock,West,Consumer,03-06-2012,Standard Class,Washington,Storage,0%,1,$141 ,26%,3,$541 
Office Supplies,New York City,United States,Edward Nazzal,Eureka,30-05-2012,CA-2012-103177,10009,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",East,Consumer,01-06-2012,First Class,New York,Appliances,0%,1,$45 ,28%,2,$160 
Technology,New York City,United States,Edward Nazzal,Plantronics,30-05-2012,CA-2012-103177,10009,Plantronics MX500i Earset,East,Consumer,01-06-2012,First Class,New York,Phones,0%,1,$4 ,3%,3,$129 
Technology,New York City,United States,Edward Nazzal,RCA,30-05-2012,CA-2012-103177,10009,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,East,Consumer,01-06-2012,First Class,New York,Phones,0%,1,$2 ,1%,3,$240 
Technology,Springfield,United States,Brendan Dodson,Imation,30-05-2012,CA-2012-163923,22153,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,South,Home Office,03-06-2012,Standard Class,Virginia,Accessories,0%,1,$36 ,24%,4,$152 
Office Supplies,Fayetteville,United States,Muhammed Lee,Newell,31-05-2012,CA-2012-136224,28314,Newell 347,South,Consumer,31-05-2012,Same Day,North Carolina,Art,20%,1,$1 ,11%,3,$10 
Furniture,Paterson,United States,Elizabeth Moffitt,Eldon,31-05-2012,CA-2012-149748,7501,Eldon Image Series Black Desk Accessories,East,Corporate,02-06-2012,Second Class,New Jersey,Furnishings,0%,1,$3 ,36%,2,$8 
Office Supplies,Paterson,United States,Elizabeth Moffitt,Xerox,31-05-2012,CA-2012-149748,7501,Xerox 1889,East,Corporate,02-06-2012,Second Class,New Jersey,Paper,0%,1,$135 ,49%,5,$275 
Office Supplies,Paterson,United States,Elizabeth Moffitt,Fellowes,31-05-2012,CA-2012-149748,7501,"Fellowes Mobile File Cart, Black",East,Corporate,02-06-2012,Second Class,New Jersey,Storage,0%,1,$17 ,27%,1,$62 
Office Supplies,San Jose,United States,Stephanie Phelps,Southworth,31-05-2012,CA-2012-124919,95123,Southworth 25% Cotton Antique Laid Paper & Envelopes,West,Corporate,02-06-2012,First Class,California,Paper,0%,1,$26 ,45%,7,$58 
Office Supplies,San Jose,United States,Stephanie Phelps,Xerox,31-05-2012,CA-2012-124919,95123,Xerox 1883,West,Corporate,02-06-2012,First Class,California,Paper,0%,1,$49 ,46%,4,$106 
Office Supplies,San Jose,United States,Stephanie Phelps,Tenex,31-05-2012,CA-2012-124919,95123,"Tenex Personal Project File with Scoop Front Design, Black",West,Corporate,02-06-2012,First Class,California,Storage,0%,1,$21 ,26%,6,$81 
Office Supplies,Long Beach,United States,Carl Weiss,Other,31-05-2012,CA-2012-156153,11561,Bagged Rubber Bands,East,Home Office,02-06-2012,Second Class,New York,Fasteners,0%,1,$0 ,4%,6,$8 
Furniture,Minneapolis,United States,Bill Donatelli,Hon,31-05-2012,CA-2012-120677,55407,Hon Pagoda Stacking Chairs,Central,Consumer,04-06-2012,Standard Class,Minnesota,Chairs,0%,1,$770 ,30%,8,"$2,568 "
Furniture,Orem,United States,Tamara Manning,O'Sullivan,31-05-2012,CA-2012-147788,84057,O'Sullivan Living Dimensions 3-Shelf Bookcases,West,Consumer,04-06-2012,Standard Class,Utah,Bookcases,0%,1,$141 ,10%,7,"$1,407 "
Office Supplies,Orem,United States,Tamara Manning,Other,31-05-2012,CA-2012-147788,84057,Self-Adhesive Removable Labels,West,Consumer,04-06-2012,Standard Class,Utah,Labels,0%,1,$8 ,48%,5,$16 
Office Supplies,Orem,United States,Tamara Manning,Fellowes,31-05-2012,CA-2012-147788,84057,Fellowes Super Stor/Drawer Files,West,Consumer,04-06-2012,Standard Class,Utah,Storage,0%,1,$61 ,19%,2,$323 
Furniture,Chicago,United States,Janet Molinari,Tenex,31-05-2012,CA-2012-100818,60653,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Central,Corporate,05-06-2012,Second Class,Illinois,Furnishings,60%,1,($62),-120%,2,$52 
Office Supplies,Chicago,United States,Janet Molinari,Storex,31-05-2012,CA-2012-100818,60653,Storex Dura Pro Binders,Central,Corporate,05-06-2012,Second Class,Illinois,Binders,80%,1,($6),-175%,3,$4 
Office Supplies,Chicago,United States,Janet Molinari,Avery,31-05-2012,CA-2012-100818,60653,Avery 501,Central,Corporate,05-06-2012,Second Class,Illinois,Labels,20%,1,$2 ,34%,2,$6 
Office Supplies,Chicago,United States,Janet Molinari,Xerox,31-05-2012,CA-2012-100818,60653,Xerox 1988,Central,Corporate,05-06-2012,Second Class,Illinois,Paper,20%,1,$54 ,31%,7,$173 
Furniture,Norwich,United States,Sample Company A,3M,31-05-2012,CA-2012-133627,6360,3M Hangers With Command Adhesive,East,Home Office,07-06-2012,Standard Class,Connecticut,Furnishings,0%,1,$9 ,41%,6,$22 
Office Supplies,Detroit,United States,Ashley Jarboe,Other,01-06-2012,US-2012-132836,48227,Catalog Binders with Expanding Posts,Central,Consumer,05-06-2012,Standard Class,Michigan,Binders,0%,1,$182 ,45%,6,$404 
Office Supplies,Detroit,United States,Ashley Jarboe,Avery,01-06-2012,US-2012-132836,48227,Avery 491,Central,Consumer,05-06-2012,Standard Class,Michigan,Labels,0%,1,$13 ,46%,7,$29 
Office Supplies,San Antonio,United States,Katrina Edelman,Avery,01-06-2012,US-2012-163685,78207,Avery Poly Binder Pockets,Central,Corporate,05-06-2012,Standard Class,Texas,Binders,80%,1,($9),-160%,8,$6 
Office Supplies,San Antonio,United States,Katrina Edelman,Xerox,01-06-2012,US-2012-163685,78207,Xerox 1928,Central,Corporate,05-06-2012,Standard Class,Texas,Paper,20%,1,$13 ,31%,10,$42 
Technology,Detroit,United States,Ashley Jarboe,Other,01-06-2012,US-2012-132836,48227,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Central,Consumer,05-06-2012,Standard Class,Michigan,Phones,0%,1,$12 ,28%,2,$42 
Technology,Detroit,United States,Ashley Jarboe,Polycom,01-06-2012,US-2012-132836,48227,Polycom CX300 Desktop Phone USB VoIP phone,Central,Consumer,05-06-2012,Standard Class,Michigan,Phones,0%,1,$84 ,28%,2,$300 
Office Supplies,Los Angeles,United States,Catherine Glotzbach,Adams,01-06-2012,CA-2012-161242,90045,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",West,Home Office,08-06-2012,Standard Class,California,Paper,0%,1,$6 ,49%,2,$12 
Office Supplies,Seattle,United States,Lauren Leatherbury,Binney & Smith,04-06-2012,CA-2012-164833,98105,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",West,Consumer,04-06-2012,Same Day,Washington,Art,0%,1,$3 ,33%,2,$9 
Office Supplies,Seattle,United States,Lauren Leatherbury,Avery,04-06-2012,CA-2012-164833,98105,Avery 501,West,Consumer,04-06-2012,Same Day,Washington,Labels,0%,1,$3 ,47%,2,$7 
Furniture,New York City,United States,Tracy Collins,Executive Impressions,04-06-2012,US-2012-142020,10024,"Executive Impressions 10"" Spectator Wall Clock",East,Home Office,08-06-2012,Second Class,New York,Furnishings,0%,1,$12 ,34%,3,$35 
Office Supplies,New York City,United States,Tracy Collins,Wirebound,04-06-2012,US-2012-142020,10024,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",East,Home Office,08-06-2012,Second Class,New York,Paper,0%,1,$14 ,47%,4,$30 
Technology,Los Angeles,United States,Becky Pak,Logitech,04-06-2012,CA-2012-158491,90008,Logitech Wireless Anywhere Mouse MX for PC and Mac,West,Consumer,09-06-2012,Second Class,California,Accessories,0%,1,$36 ,30%,2,$120 
Technology,Los Angeles,United States,Becky Pak,Logitech,04-06-2012,CA-2012-158491,90008,Logitech Z-906 Speaker sys - home theater - 5.1-CH,West,Consumer,09-06-2012,Second Class,California,Accessories,0%,1,$396 ,40%,3,$990 
Office Supplies,Saint Charles,United States,Brenda Bowman,Xerox,05-06-2012,CA-2012-115168,63301,Xerox 1981,Central,Corporate,09-06-2012,Standard Class,Missouri,Paper,0%,1,$5 ,45%,2,$11 
Furniture,Buffalo,United States,Edward Becker,Hon,05-06-2012,CA-2012-166947,14215,Hon Every-Day Series Multi-Task Chairs,East,Corporate,10-06-2012,Standard Class,New York,Chairs,10%,1,$169 ,11%,9,"$1,523 "
Office Supplies,Los Angeles,United States,Eleni McCrary,Other,07-06-2012,CA-2012-142041,90036,Staples,West,Corporate,09-06-2012,Second Class,California,Binders,20%,1,$3 ,35%,5,$8 
Office Supplies,Philadelphia,United States,Harold Dahlen,Avery,07-06-2012,CA-2012-157343,19143,Avery Fluorescent Highlighter Four-Color Set,East,Home Office,11-06-2012,Standard Class,Pennsylvania,Art,20%,1,$1 ,13%,3,$8 
Office Supplies,Philadelphia,United States,Harold Dahlen,Other,07-06-2012,CA-2012-157343,19143,Aluminum Screw Posts,East,Home Office,11-06-2012,Standard Class,Pennsylvania,Binders,70%,1,($12),-67%,4,$18 
Office Supplies,Philadelphia,United States,Harold Dahlen,Xerox,07-06-2012,CA-2012-157343,19143,Xerox 200,East,Home Office,11-06-2012,Standard Class,Pennsylvania,Paper,20%,1,$9 ,35%,5,$26 
Furniture,Saint Petersburg,United States,Andrew Gjertsen,Advantus,08-06-2012,CA-2012-162201,33710,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",South,Corporate,12-06-2012,Standard Class,Florida,Furnishings,20%,1,$45 ,26%,7,$173 
Office Supplies,Chicago,United States,Maureen Gnade,Hoover,08-06-2012,CA-2012-164007,60610,Hoover Shoulder Vac Commercial Portable Vacuum,Central,Consumer,12-06-2012,Standard Class,Illinois,Appliances,80%,1,($394),-275%,2,$143 
Office Supplies,Saint Petersburg,United States,Andrew Gjertsen,Newell,08-06-2012,CA-2012-162201,33710,Newell 344,South,Corporate,12-06-2012,Standard Class,Florida,Art,20%,1,$0 ,8%,2,$4 
Office Supplies,Saint Petersburg,United States,Andrew Gjertsen,Premier,08-06-2012,CA-2012-162201,33710,"Premier Elliptical Ring Binder, Black",South,Corporate,12-06-2012,Standard Class,Florida,Binders,70%,1,($13),-73%,2,$18 
Office Supplies,Saint Petersburg,United States,Andrew Gjertsen,Smead,08-06-2012,CA-2012-162201,33710,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,South,Corporate,12-06-2012,Standard Class,Florida,Labels,20%,1,$3 ,35%,3,$9 
Office Supplies,Saint Petersburg,United States,Andrew Gjertsen,Xerox,08-06-2012,CA-2012-162201,33710,Xerox 1951,South,Corporate,12-06-2012,Standard Class,Florida,Paper,20%,1,$54 ,31%,7,$173 
Office Supplies,Saint Petersburg,United States,Andrew Gjertsen,Xerox,08-06-2012,CA-2012-162201,33710,Xerox 1963,South,Corporate,12-06-2012,Standard Class,Florida,Paper,20%,1,$13 ,31%,10,$42 
Office Supplies,Saint Petersburg,United States,Andrew Gjertsen,Fellowes,08-06-2012,CA-2012-162201,33710,Fellowes Super Stor/Drawer Files,South,Corporate,12-06-2012,Standard Class,Florida,Storage,20%,1,($6),-1%,4,$517 
Technology,Chicago,United States,Maureen Gnade,Maxell,08-06-2012,CA-2012-164007,60610,Maxell 4.7GB DVD+R 5/Pack,Central,Consumer,12-06-2012,Standard Class,Illinois,Accessories,20%,1,$1 ,31%,3,$2 
Furniture,Pocatello,United States,Trudy Glocke,Luxo,09-06-2012,CA-2012-141012,83201,Luxo Adjustable Task Clamp Lamp,West,Consumer,11-06-2012,Second Class,Idaho,Furnishings,0%,1,$92 ,26%,4,$355 
Technology,Pocatello,United States,Trudy Glocke,Other,09-06-2012,CA-2012-141012,83201,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,West,Consumer,11-06-2012,Second Class,Idaho,Phones,20%,1,$9 ,6%,3,$140 
Office Supplies,Royal Oak,United States,Nathan Cano,Xerox,09-06-2012,CA-2012-144190,48073,Xerox 1995,Central,Consumer,13-06-2012,Standard Class,Michigan,Paper,0%,1,$6 ,48%,2,$13 
Office Supplies,Hampton,United States,Anthony Garverick,Other,09-06-2012,CA-2012-110947,23666,Vinyl Sectional Post Binders,South,Home Office,15-06-2012,Standard Class,Virginia,Binders,0%,1,$57 ,50%,3,$113 
Office Supplies,Miami,United States,Max Jones,Other,09-06-2012,CA-2012-101868,33178,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",South,Consumer,16-06-2012,Standard Class,Florida,Binders,70%,1,($43),-67%,5,$64 
Office Supplies,Miami,United States,Max Jones,Wilson Jones,09-06-2012,CA-2012-101868,33178,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",South,Consumer,16-06-2012,Standard Class,Florida,Binders,70%,1,($27),-70%,3,$39 
Technology,Miami,United States,Max Jones,Logitech,09-06-2012,CA-2012-101868,33178,Logitech Keyboard K120,South,Consumer,16-06-2012,Standard Class,Florida,Accessories,20%,1,($8),-11%,5,$73 
Furniture,Lakeland,United States,Jim Epp,Hon,11-06-2012,CA-2012-121720,33801,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,South,Corporate,12-06-2012,First Class,Florida,Chairs,20%,1,($183),-16%,5,"$1,124 "
Furniture,Lakeland,United States,Jim Epp,Seth Thomas,11-06-2012,CA-2012-121720,33801,"Seth Thomas 8 1/2"" Cubicle Clock",South,Corporate,12-06-2012,First Class,Florida,Furnishings,20%,1,$7 ,15%,3,$49 
Office Supplies,Lakeland,United States,Jim Epp,Hunt,11-06-2012,CA-2012-121720,33801,"Hunt PowerHouse Electric Pencil Sharpener, Blue",South,Corporate,12-06-2012,First Class,Florida,Art,20%,1,$8 ,13%,2,$61 
Office Supplies,Lakeland,United States,Jim Epp,GBC,11-06-2012,CA-2012-121720,33801,GBC Standard Plastic Binding Systems' Combs,South,Corporate,12-06-2012,First Class,Florida,Binders,70%,1,($3),-83%,2,$4 
Office Supplies,Lakeland,United States,Jim Epp,Ibico,11-06-2012,CA-2012-121720,33801,Ibico Laser Imprintable Binding System Covers,South,Corporate,12-06-2012,First Class,Florida,Binders,70%,1,($63),-80%,5,$79 
Office Supplies,Lakeland,United States,Jim Epp,Fellowes,11-06-2012,CA-2012-121720,33801,Fellowes High-Stak Drawer Files,South,Corporate,12-06-2012,First Class,Florida,Storage,20%,1,$21 ,4%,4,$564 
Office Supplies,Lakeland,United States,Jim Epp,Tennsco,11-06-2012,CA-2012-121720,33801,Tennsco 16-Compartment Lockers with Coat Rack,South,Corporate,12-06-2012,First Class,Florida,Storage,20%,1,$52 ,5%,2,"$1,037 "
Technology,Lakeland,United States,Jim Epp,Cisco,11-06-2012,CA-2012-121720,33801,Cisco SPA301,South,Corporate,12-06-2012,First Class,Florida,Phones,20%,1,$31 ,13%,2,$250 
Furniture,Monroe,United States,Brian Dahlen,DAX,11-06-2012,US-2012-123960,71203,DAX Clear Channel Poster Frame,South,Consumer,16-06-2012,Standard Class,Louisiana,Furnishings,0%,1,$11 ,37%,2,$29 
Office Supplies,Monroe,United States,Brian Dahlen,Boston,11-06-2012,US-2012-123960,71203,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",South,Consumer,16-06-2012,Standard Class,Louisiana,Art,0%,1,$16 ,28%,2,$56 
Office Supplies,Monroe,United States,Brian Dahlen,Other,11-06-2012,US-2012-123960,71203,"SlimView Poly Binder, 3/8""",South,Consumer,16-06-2012,Standard Class,Louisiana,Binders,0%,1,$17 ,46%,7,$36 
Office Supplies,Monroe,United States,Brian Dahlen,Xerox,11-06-2012,US-2012-123960,71203,Xerox 222,South,Consumer,16-06-2012,Standard Class,Louisiana,Paper,0%,1,$16 ,48%,5,$32 
Technology,Monroe,United States,Brian Dahlen,Kingston,11-06-2012,US-2012-123960,71203,Kingston Digital DataTraveler 16GB USB 2.0,South,Consumer,16-06-2012,Standard Class,Louisiana,Accessories,0%,1,$10 ,19%,6,$54 
Office Supplies,Columbus,United States,Sam Zeldin,Other,12-06-2012,CA-2012-136105,47201,Recycled Eldon Regeneration Jumbo File,Central,Home Office,16-06-2012,Standard Class,Indiana,Storage,0%,1,$7 ,28%,2,$25 
Technology,West Palm Beach,United States,Jonathan Howell,Other,12-06-2012,CA-2012-104115,33407,Speck Products Candyshell Flip Case,South,Consumer,16-06-2012,Standard Class,Florida,Phones,20%,1,$4 ,8%,2,$56 
Furniture,Philadelphia,United States,Giulietta Baptist,Other,12-06-2012,CA-2012-139850,19134,"DataProducts Ampli Magnifier Task Lamp, Black,",East,Consumer,17-06-2012,Standard Class,Pennsylvania,Furnishings,20%,1,$4 ,10%,2,$43 
Office Supplies,Philadelphia,United States,Giulietta Baptist,Xerox,12-06-2012,CA-2012-139850,19134,Xerox 1997,East,Consumer,17-06-2012,Standard Class,Pennsylvania,Paper,20%,1,$7 ,35%,4,$21 
Office Supplies,Newark,United States,Laurel Elliston,Other,12-06-2012,CA-2012-131779,19711,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",East,Consumer,17-06-2012,Standard Class,Delaware,Storage,0%,1,$5 ,17%,5,$30 
Office Supplies,Los Angeles,United States,Jennifer Jackson,Other,13-06-2012,CA-2012-127418,90004,Aluminum Screw Posts,West,Consumer,14-06-2012,First Class,California,Binders,20%,1,$14 ,38%,3,$37 
Office Supplies,Springfield,United States,Frank Carlisle,Newell,13-06-2012,CA-2012-104059,45503,Newell 320,East,Home Office,15-06-2012,Second Class,Ohio,Art,20%,1,$0 ,9%,1,$3 
Office Supplies,Roswell,United States,Barbara Fisher,Xerox,13-06-2012,CA-2012-137281,30076,Xerox 202,South,Corporate,17-06-2012,Standard Class,Georgia,Paper,0%,1,$3 ,48%,1,$6 
Office Supplies,Decatur,United States,Dave Hallsten,Newell,13-06-2012,CA-2012-104941,35601,Newell 31,South,Corporate,19-06-2012,Standard Class,Alabama,Art,0%,1,$7 ,28%,6,$25 
Office Supplies,Decatur,United States,Dave Hallsten,Avery,13-06-2012,CA-2012-104941,35601,Avery Heavy-Duty EZD View Binder with Locking Rings,South,Corporate,19-06-2012,Standard Class,Alabama,Binders,0%,1,$9 ,46%,3,$19 
Office Supplies,Decatur,United States,Dave Hallsten,Xerox,13-06-2012,CA-2012-104941,35601,Xerox 204,South,Corporate,19-06-2012,Standard Class,Alabama,Paper,0%,1,$16 ,48%,5,$32 
Office Supplies,Lewiston,United States,Penelope Sewall,ACCOHIDE,13-06-2012,CA-2012-155054,4240,"ACCOHIDE 3-Ring Binder, Blue, 1""",East,Home Office,19-06-2012,Standard Class,Maine,Binders,0%,1,$4 ,47%,2,$8 
Office Supplies,Lewiston,United States,Penelope Sewall,Other,13-06-2012,CA-2012-155054,4240,Recycled Easel Ring Binders,East,Home Office,19-06-2012,Standard Class,Maine,Binders,0%,1,$13 ,45%,2,$30 
Technology,Decatur,United States,Dave Hallsten,Brother,13-06-2012,CA-2012-104941,35601,Brother DCP1000 Digital 3 in 1 Multifunction Machine,South,Corporate,19-06-2012,Standard Class,Alabama,Copiers,0%,1,$315 ,35%,3,$900 
Technology,Lewiston,United States,Penelope Sewall,Other,13-06-2012,CA-2012-155054,4240,Lenovo 17-Key USB Numeric Keypad,East,Home Office,19-06-2012,Standard Class,Maine,Accessories,0%,1,$15 ,22%,2,$68 
Furniture,Philadelphia,United States,Alan Dominguez,Eldon,14-06-2012,CA-2012-120439,19120,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",East,Home Office,18-06-2012,Standard Class,Pennsylvania,Furnishings,20%,1,$5 ,10%,6,$51 
